image_id,det_category,img_precision,img_recall,img_f1,img_iou,tp_pixels,fp_pixels,fn_pixels,tn_pixels
152_web_00_jpg.rf.ece9d4ae5ab69e559f53b9c8f81592ab.jpg,TP,0.9653614724621935,0.40819623421664364,0.5737755549706063,0.4023038288049965,163483,5866,237018,1153570
082_web_01_jpg.rf.198ee1dfd3a9377a0bfb3194246a8388.jpg,TP,0.992600573252292,0.09657214282606374,0.1760190333714842,0.09650267003434877,48829,364,456793,448817
145_gsv_00_jpg.rf.c3af6c936916944f23f404d17048fff7.jpg,FN,,0.0,,0.0,0,0,18485,70916
082_web_02_jpg.rf.f3fd4a40d2e33af24357a2a269512138.jpg,TP,0.9776627589414557,0.8558185177838792,0.912692050768203,0.8394052958161824,81978,1873,13811,60443
2119_2365688_043nopv_jpg.rf.1a4d053b103e4ab5ddeb867cde931565.jpg,TN,,,,,0,0,0,409600
145_web_01_jpg.rf.7b25f19b40f5241f3609c425df107bda.jpg,FN,,0.0,,0.0,0,0,67541,742459
111_gsv_00_jpg.rf.1f081edecbf1d7fbc0318cd1192322a8.jpg,FN,,0.0,,0.0,0,0,93039,316561
2006_173954_014nopv_jpg.rf.a89af1b60c05e08b0bb9846891f93cb5.jpg,TN,,,,,0,0,0,409600
304_web_03_jpg.rf.3f3924724ba8b2f25c30d1dd45a65933.jpg,TP,0.8268673173520643,0.9970577010673528,0.9040222796452669,0.8248546141546234,161980,33916,478,812604
089_gsv_00_jpg.rf.d19ec0ff0339fdc735b916c3e339469e.jpg,TP,0.310909449595581,0.05283803265497703,0.09032553874369555,0.047298919567827134,1576,3493,28251,376280
2149_2366920_054nopv_jpg.rf.606e99af73dedc8996d11616af8f6e1d.jpg,TN,,,,,0,0,0,409600
034_web_00_jpg.rf.9712f8cbf74817f5f60beb56abf121d7.jpg,FN,,0.0,,0.0,0,0,244594,2512110
150_143694_002nopv_jpg.rf.3822a50d20c6bc2cff6c6080b10d82e1.jpg,FP,0.0,,,0.0,0,24144,0,385456
2128_2365846_046nopv_jpg.rf.de15ea62e2c22cf8a37f58a6c8008cbd.jpg,TN,,,,,0,0,0,409600
304_web_01_jpg.rf.e9fb7ab1e884e565bc9565dc1341163e.jpg,TP,0.98878384965031,0.8662211343200584,0.9234535489044566,0.8577925717601015,348926,3958,53888,3243628
304_web_02_jpg.rf.185be7a95834497ec85cf72321fdd1e9.jpg,TP,0.0,0.0,,0.0,0,35940,469887,3144573
089_web_01_jpg.rf.bc6a217ea6c5e05a7d7ef963a7ac4d70.jpg,TP,0.5144211997578076,0.5152098204291904,0.5148152080811512,0.34663377303777365,181816,171622,171081,1933081
2126_2365806_045nopv_jpg.rf.99e46d8b019a3f4cd063e8d3bef572ce.jpg,FP,0.0,,,0.0,0,1648,0,407952
6004_302033862_279nopv_jpg.rf.154f20826d671ac61d5d9c53c7369772.jpg,TN,,,,,0,0,0,409600
089_web_00_jpg.rf.60ff97501fd1fd5bc5c8f1b8374e54bf.jpg,TP,0.2886889537507899,0.7804845580404686,0.421479335195765,0.26700907032347027,105534,260029,29682,2062355
116_gsv_00_jpg.rf.fd7fa499aa27f3a784fcec5f235ea84a.jpg,TP,0.0,0.0,,0.0,0,2268,48196,359136
321_148730_153nopv_jpg.rf.0d8a83fdea4fb904ce0d20955f348938.jpg,TN,,,,,0,0,0,409600
226_web_00_jpg.rf.cdca6da914109fa83dff33f5bdf6fcb7.jpg,TP,0.9523033707865168,0.7599130298343533,0.8452993903731316,0.7320507006974585,33902,1698,10711,346137
333_gsv_00_jpg.rf.0ddfd78ea6cdde9a921a79d1031abdbf.jpg,FN,,0.0,,0.0,0,0,2681,79688
327_148856_157nopv_jpg.rf.5a73715039a6a1d1b7ac107eca751f27.jpg,TN,,,,,0,0,0,409600
56_jpg.rf.f71ace57c8d83f1b16262910ef0aaba1.jpg,TN,,,,,0,0,0,280900
389_gsv_00_jpg.rf.40d7f8723594d05cacb93eeee901f24b.jpg,TP,0.04048140043763676,0.014238984029247642,0.02106761565836299,0.010645950222989498,74,1754,5123,49218
6444_302049192_322nopv_jpg.rf.8eece58a488d4a3cf5d6bb29760e4904.jpg,TN,,,,,0,0,0,409600
97_143075_367nopv_jpg.rf.b2f0a2423fcfce5e6647cde12e0190d0.jpg,TN,,,,,0,0,0,409600
310_148452_148nopv_jpg.rf.109447d62a691d6047b63bc5a95e3d8a.jpg,TN,,,,,0,0,0,409600
6149_302034507_299nopv_jpg.rf.76eda4c283003b866c821fb9afc3fcd2.jpg,TN,,,,,0,0,0,409600
386_web_03_jpg.rf.a34808449a49f0050fa22364be29d5c0.jpg,FN,,0.0,,0.0,0,0,1581601,1592507
6135_302034450_297nopv_jpg.rf.d1da7e10993c0fb8f16d011b5e655f93.jpg,TN,,,,,0,0,0,409600
386_web_02_jpg.rf.9ffde18505c754f423123cf135d25833.jpg,FN,,0.0,,0.0,0,0,1411908,605524
4_jpg.rf.95330e06a886fbc344b244b1e90fddeb.jpg,FP,0.0,,,0.0,0,3120,0,663880
333_web_01_jpg.rf.c209f47ab887a69a26a4c7dc427e70ca.jpg,TP,0.9339503575936053,0.02738982381680896,0.05321890469740737,0.02733687152901772,2220,157,78832,166791
25_141079_132nopv_jpg.rf.112dfdcf378a6894044d9580bd52a18c.jpg,FP,0.0,,,0.0,0,8746,0,400854
365_150227_168nopv_jpg.rf.1ca1aa9a4855752e4cf6549ed2f1587e.jpg,TN,,,,,0,0,0,409600
4387_302020121_243nopv_jpg.rf.7642d5d7b6370471ea2e4dfc83aa8e3d.jpg,TN,,,,,0,0,0,409600
4315_302019911_232nopv_jpg.rf.0c7cb29a3a81972aed7817fcebe8df51.jpg,TN,,,,,0,0,0,409600
280_web_02_jpg.rf.f3ea972697ea60129e2d928d4f2132ac.jpg,TP,0.9601648753203473,0.6068248161696782,0.7436575711035053,0.5919226749005803,98535,4088,63843,1096906
6022_302034016_281nopv_jpg.rf.4a12ed6af93dcbdc23085cfa6f0721bc.jpg,TN,,,,,0,0,0,409600
6293_302040354_312nopv_jpg.rf.6147f9689a9cadeeae340e2badf297b7.jpg,TN,,,,,0,0,0,409600
2064_175543_034nopv_jpg.rf.f1e9452cebf0c2d9cccfb19de54b7824.jpg,TN,,,,,0,0,0,409600
280_web_03_jpg.rf.09cbd110e2f8e4a8b39b7e8f09a6a504.jpg,TP,0.9823682562699799,0.11308214085190973,0.2028175914050194,0.11285309183700512,29808,535,233788,1037221
280_gsv_00_jpg.rf.731ca7c779b229be7c5528fd2aa5287b.jpg,TP,0.4729671744260888,0.5433483270688274,0.5057207581796804,0.33843791978507004,8818,9826,7411,383545
280_web_01_jpg.rf.739b663f0e083d274c35adb5c1d92ca3.jpg,TP,0.9803769906441051,0.6422185821175229,0.7760606912053948,0.6340679522497704,92527,1852,51547,1132274
4098_302019081_193nopv_jpg.rf.a85de902b6824289f0bed24c6f0f2ef7.jpg,TN,,,,,0,0,0,409600
2129_2365963_047nopv_jpg.rf.39abe3e7ce556a218b82d6810869dfa8.jpg,TN,,,,,0,0,0,409600
233_145502_104nopv_jpg.rf.6272b312b8f92ffdd52daee2509a01e9.jpg,TN,,,,,0,0,0,409600
223_web_00_jpg.rf.ebb51d7919481a6811fa31c3ef8f7a10.jpg,FN,,0.0,,0.0,0,0,22408,77566
