image_id,det_category,img_precision,img_recall,img_f1,img_iou,tp_pixels,fp_pixels,fn_pixels,tn_pixels
013_gsv_00_jpg.rf.8239ca8fd1e9b4c8602c307b3c50987c.jpg,TP,0.9869429647914773,0.9600025274864148,0.9732863549007046,0.9479628127534785,15193,201,633,393573
154_web_00_jpg.rf.fadf4851273ccc77e05f0c237d8923b6.jpg,TP,0.9466478008672636,0.9895145030978205,0.9676066168270027,0.9372460465148695,134477,7579,1425,821119
108_jpg.rf.ea96875fec23970f64f11a1d4abc1630.jpg,TN,,,,,0,0,0,1093120
133_gsv_00_jpg.rf.d65f791083d8eb7b2d8abd3889968eeb.jpg,TP,0.9670504654581088,0.9841685365245575,0.9755344124552083,0.9522373658183573,15790,538,254,393018
24_jpg.rf.6395eabb21a76bd4e8847ffe81b4f176.jpg,FP,0.0,,,0.0,0,25627,0,1487373
2102_2365002_037nopv_jpg.rf.2a9344072bd355354e18e8598ccdc5cc.jpg,TN,,,,,0,0,0,409600
155_gsv_00_jpg.rf.669afb28197961031f1754ff90017b79.jpg,TP,0.9870039305185748,0.7809098660781462,0.8719442188681358,0.7729619700129083,31138,410,8736,369316
106_jpg.rf.dd1fd2aa52a43e7cceb2910d51cd37b5.jpg,TN,,,,,0,0,0,360640
2217_2370864_075nopv_jpg.rf.4636d48c31413a6db0ae2a630de6c313.jpg,TN,,,,,0,0,0,409600
62_jpg.rf.cbcb1284731131484ca93e50ea39f327.jpg,TN,,,,,0,0,0,392000
116_jpg.rf.a33cd9f96cff07732893d1b928142333.jpg,TN,,,,,0,0,0,1294076
487_154272_275nopv_jpg.rf.bcc2edf6b80cd95644260f4d8352ea8d.jpg,TN,,,,,0,0,0,409600
2_140058_141nopv_jpg.rf.73a67f48507fb3a9048d2a5876cee29c.jpg,TN,,,,,0,0,0,409600
014_web_00_jpg.rf.a1a8b04b70168eea1c54286091ed42ba.jpg,TP,0.8900236165187975,0.7313542431553551,0.802925172026603,0.6707393333012651,13944,1723,5122,413611
