image_id,det_category,img_precision,img_recall,img_f1,img_iou,tp_pixels,fp_pixels,fn_pixels,tn_pixels
013_gsv_00_jpg.rf.8239ca8fd1e9b4c8602c307b3c50987c.jpg,TP,0.9870888211250244,0.961329457854164,0.9740388616793111,0.9493915756630266,15214,199,612,393575
154_web_00_jpg.rf.fadf4851273ccc77e05f0c237d8923b6.jpg,TP,0.9501234950144605,0.9935321040161292,0.9713430666911259,0.9442828169802084,135023,7088,879,821610
108_jpg.rf.ea96875fec23970f64f11a1d4abc1630.jpg,TN,,,,,0,0,0,1093120
133_gsv_00_jpg.rf.d65f791083d8eb7b2d8abd3889968eeb.jpg,TP,0.9611242927541522,0.9846671652954375,0.9727533019303594,0.9469519870526883,15798,639,246,392917
24_jpg.rf.6395eabb21a76bd4e8847ffe81b4f176.jpg,FP,0.0,,,0.0,0,164945,0,1348055
2102_2365002_037nopv_jpg.rf.2a9344072bd355354e18e8598ccdc5cc.jpg,TN,,,,,0,0,0,409600
155_gsv_00_jpg.rf.669afb28197961031f1754ff90017b79.jpg,TP,0.6228064980951817,0.7912925716005417,0.6970122052244988,0.5349337944831561,31552,19109,8322,350617
106_jpg.rf.dd1fd2aa52a43e7cceb2910d51cd37b5.jpg,TN,,,,,0,0,0,360640
2217_2370864_075nopv_jpg.rf.4636d48c31413a6db0ae2a630de6c313.jpg,TN,,,,,0,0,0,409600
62_jpg.rf.cbcb1284731131484ca93e50ea39f327.jpg,TN,,,,,0,0,0,392000
116_jpg.rf.a33cd9f96cff07732893d1b928142333.jpg,TN,,,,,0,0,0,1294076
487_154272_275nopv_jpg.rf.bcc2edf6b80cd95644260f4d8352ea8d.jpg,TN,,,,,0,0,0,409600
2_140058_141nopv_jpg.rf.73a67f48507fb3a9048d2a5876cee29c.jpg,TN,,,,,0,0,0,409600
014_web_00_jpg.rf.a1a8b04b70168eea1c54286091ed42ba.jpg,TP,0.8837298541826554,0.7247456204762405,0.7963806120684688,0.6616548553916874,13818,1818,5248,413516
315_web_03_jpg.rf.fd4c5dd7a9158604e13595b63c4df14f.jpg,TP,0.9575589475419876,0.6598773623573049,0.7813247034685232,0.6411262341103365,162605,7207,83812,905216
2129_2365963_047nopv_jpg.rf.39abe3e7ce556a218b82d6810869dfa8.jpg,TN,,,,,0,0,0,409600
496_154381_277nopv_jpg.rf.77f34ca8613da7b9d158dc2b79a7d2b4.jpg,TN,,,,,0,0,0,409600
15_jpg.rf.942b5e104ffaeb86f129bdc3fec5d0e0.jpg,FP,0.0,,,0.0,0,162200,0,118700
315_web_04_jpg.rf.57ac3182e1b9aa96ca60e3f10e7c1e22.jpg,TP,0.9890409455157525,0.8285729612911631,0.9017234980379729,0.821035045753123,108118,1198,22369,1018343
54_jpg.rf.55edd6cf875d428eafff650aef60c25e.jpg,FP,0.0,,,0.0,0,17645,0,564515
